TID.string(),TSource.string(),TTestName.string(),TType.string(),TDescription.string(),TIssueName.string(),TIssueType.string(),TSeverity.int32(),TTesterSupport.string(),TPhase.string(),TSection.string(),TStep.string(),TIssueBackground.string(),TRemediationBackground.string(),TRef1.string(),TRef2.string(),TTRef.string(),TCweID.string(),TPCI.boolean(),TTop10.boolean(),TTop25.boolean(),TStdTest.boolean()
ASVS-V14.02.5,OWASP-ASVS,L2/L3 Verify that an inventory catalog is maintained of all third party librarie...,Configuration Verification Requirements,Verify that an inventory catalog is maintained of all third party libraries in u...,,,,Verify that an inventory catalog is maintained of all third party libraries in use. ([C2](https://owasp.org/www-project-proactive-controls/#div-numbering)),V14 Configuration Verification Requirements,V14.2 Dependency,271,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,0,,,,
ASVS-V14.02.6,OWASP-ASVS,L2/L3 Verify that the attack surface is reduced by sandboxing or encapsulating t...,Configuration Verification Requirements,Verify that the attack surface is reduced by sandboxing or encapsulating third p...,,,,Verify that the attack surface is reduced by sandboxing or encapsulating third party libraries to expose only the required behaviour into the application. ([C2](https://owasp.org/www-project-proactive-controls/#div-numbering)),V14 Configuration Verification Requirements,V14.2 Dependency,272,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,265,,,,
ASVS-V14.03.1,OWASP-ASVS,L1/L2/L3 Verify that web or application server and framework error messages are ...,Configuration Verification Requirements,Verify that web or application server and framework error messages are configure...,,,,"Verify that web or application server and framework error messages are configured to deliver user actionable, customized responses to eliminate any unintended security disclosures.",V14 Configuration Verification Requirements,V14.3 Unintended Security Disclosure Requirements,273,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,209,,,,
ASVS-V14.03.2,OWASP-ASVS,L1/L2/L3 Verify that web or application server and application framework debug m...,Configuration Verification Requirements,Verify that web or application server and application framework debug modes are ...,,,,"Verify that web or application server and application framework debug modes are disabled in production to eliminate debug features, developer consoles, and unintended security disclosures.",V14 Configuration Verification Requirements,V14.3 Unintended Security Disclosure Requirements,274,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,497,,,,
ASVS-V14.03.3,OWASP-ASVS,L1/L2/L3 Verify that the HTTP headers or any part of the HTTP response do not ex...,Configuration Verification Requirements,Verify that the HTTP headers or any part of the HTTP response do not expose deta...,,,,Verify that the HTTP headers or any part of the HTTP response do not expose detailed version information of system components.,V14 Configuration Verification Requirements,V14.3 Unintended Security Disclosure Requirements,275,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,200,,,,
ASVS-V14.04.1,OWASP-ASVS,"L1/L2/L3 Verify that every HTTP response contains a Content-Type header. text/*,...",Configuration Verification Requirements,"Verify that every HTTP response contains a Content-Type header. text/*, */*+xml ...",,,,"Verify that every HTTP response contains a Content-Type header. text/*, */*+xml and application/xml content types should also specify a safe character set (e.g., UTF-8, ISO-8859-1).",V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,276,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,173,,,,
ASVS-V14.04.2,OWASP-ASVS,L1/L2/L3 Verify that all API responses contain a Content-Disposition: attachment...,Configuration Verification Requirements,Verify that all API responses contain a Content-Disposition: attachment; filenam...,,,,"Verify that all API responses contain a Content-Disposition: attachment; filename=""api.json"" header (or other appropriate filename for the content type).",V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,277,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,116,,,,
ASVS-V14.04.3,OWASP-ASVS,L1/L2/L3 Verify that a Content Security Policy (CSP) response header is in place...,Configuration Verification Requirements,Verify that a Content Security Policy (CSP) response header is in place that hel...,,,,"Verify that a Content Security Policy (CSP) response header is in place that helps mitigate impact for XSS attacks like HTML, DOM, JSON, and JavaScript injection vulnerabilities.",V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,278,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,1021,,,,
ASVS-V14.04.4,OWASP-ASVS,L1/L2/L3 Verify that all responses contain a X-Content-Type-Options: nosniff hea...,Configuration Verification Requirements,Verify that all responses contain a X-Content-Type-Options: nosniff header....,,,,Verify that all responses contain a X-Content-Type-Options: nosniff header.,V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,279,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,116,,,,
ASVS-V14.04.5,OWASP-ASVS,L1/L2/L3 Verify that a Strict-Transport-Security header is included on all respo...,Configuration Verification Requirements,Verify that a Strict-Transport-Security header is included on all responses and ...,,,,"Verify that a Strict-Transport-Security header is included on all responses and for all subdomains, such as Strict-Transport-Security: max-age=15724800; includeSubdomains.",V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,280,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,523,,,,
ASVS-V14.04.6,OWASP-ASVS,"L1/L2/L3 Verify that a suitable ""Referrer-Policy"" header is included, such as ""n...",Configuration Verification Requirements,"Verify that a suitable ""Referrer-Policy"" header is included, such as ""no-referre...",,,,"Verify that a suitable ""Referrer-Policy"" header is included, such as ""no-referrer"" or ""same-origin"".",V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,281,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,116,,,,
ASVS-V14.04.7,OWASP-ASVS,L1/L2/L3 Verify that the content of a web application cannot be embedded in a th...,Configuration Verification Requirements,Verify that the content of a web application cannot be embedded in a third-party...,,,,Verify that the content of a web application cannot be embedded in a third-party site by default and that embedding of the exact resources is only allowed where necessary by using suitable Content-Security-Policy: frame-ancestors and X-Frame-Options response headers.,V14 Configuration Verification Requirements,V14.4 HTTP Security Headers Requirements,282,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,346,,,,
ASVS-V14.05.1,OWASP-ASVS,L1/L2/L3 Verify that the application server only accepts the HTTP methods in use...,Configuration Verification Requirements,Verify that the application server only accepts the HTTP methods in use by the a...,,,,"Verify that the application server only accepts the HTTP methods in use by the application/API, including pre-flight OPTIONS, and logs/alerts on any requests that are not valid for the application context.",V14 Configuration Verification Requirements,V14.5 Validate HTTP Request Header Requirements,283,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,749,,,,
ASVS-V14.05.2,OWASP-ASVS,L1/L2/L3 Verify that the supplied Origin header is not used for authentication o...,Configuration Verification Requirements,Verify that the supplied Origin header is not used for authentication or access ...,,,,"Verify that the supplied Origin header is not used for authentication or access control decisions, as the Origin header can easily be changed by an attacker.",V14 Configuration Verification Requirements,V14.5 Validate HTTP Request Header Requirements,284,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,346,,,,
ASVS-V14.05.3,OWASP-ASVS,L1/L2/L3 Verify that the Cross-Origin Resource Sharing (CORS) Access-Control-All...,Configuration Verification Requirements,Verify that the Cross-Origin Resource Sharing (CORS) Access-Control-Allow-Origin...,,,,"Verify that the Cross-Origin Resource Sharing (CORS) Access-Control-Allow-Origin header uses a strict allow list of trusted domains and subdomains to match against and does not support the ""null"" origin.",V14 Configuration Verification Requirements,V14.5 Validate HTTP Request Header Requirements,285,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,346,,,,
ASVS-V14.05.4,OWASP-ASVS,"L2/L3 Verify that HTTP headers added by a trusted proxy or SSO devices, such as ...",Configuration Verification Requirements,"Verify that HTTP headers added by a trusted proxy or SSO devices, such as a bear...",,,,"Verify that HTTP headers added by a trusted proxy or SSO devices, such as a bearer token, are authenticated by the application.",V14 Configuration Verification Requirements,V14.5 Validate HTTP Request Header Requirements,286,,,,,https://github.com/OWASP/ASVS/blob/v4.0.2/4.0/en/0x22-V14-Config.md,306,,,,
